index,type,date,country,state,location,activity,severity,time
5999,UNPROVOKED,1912-01-08,USA,Georgia,"Tybee Island, Chatham County",SWIMMING,FATALITY,
6000,UNPROVOKED,1912-01-07,USA,South Carolina,Sullivan's Island,SWIMMING,,NOON
6001,UNPROVOKED,1912-01-07,SOLOMON ISLANDS,Central Province,Savo,SWIMMING,FATALITY,
6002,,1912-01-05,SOUTH AFRICA,KwaZulu-Natal,Durban,,,
6003,UNPROVOKED,1912-01-03,NEW ZEALAND,North Island,Takapuna,SWIMMING,INJURY,
6004,PROVOKED,1912-01-02,AUSTRALIA,Western Australia,Bunbury,DIVING,,
6005,UNPROVOKED,1912-01-02,AUSTRALIA,New South Wales,Coogee,SWIMMING,INJURY,AFTERNOON
6006,UNPROVOKED,1912-01-02,NEW CALEDONIA,South Province,Noumea,SWIMMING,INJURY,
6007,UNPROVOKED,1912-01-01,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney",SWIMMING,FATALITY,AFTERNOON
6008,UNPROVOKED,1912-01-01,FIJI,Viti Levu group,Beqa,SURFING,FATALITY,
6009,UNPROVOKED,1912-01-01,AUSTRALIA,New South Wales,Sydney Harbor,,INJURY,
6010,UNPROVOKED,1912-01-01,AUSTRALIA,Queensland,Ross Creek,SWIMMING,FATALITY,MORNING
6011,UNPROVOKED,1912-01-01,SPAIN,Balearics,Isla Cabrera,SWIMMING,FATALITY,
6012,,1911-01-11,USA,Florida,"Pensacola Bay, Escambia County",,FATALITY,
6013,UNPROVOKED,1911-01-10,USA,South Carolina,Off Charleston,SWIMMING,FATALITY,
6014,UNPROVOKED,1911-01-10,AUSTRALIA,Queensland,Great Barrier Reef,DIVING,INJURY,DUSK
6015,UNPROVOKED,1911-01-09,USA,Texas,Galveston Ship Channel,SWIMMING,FATALITY,MORNING
6016,UNPROVOKED,1911-01-09,USA,Florida,"Pensacola Bay, Escambia County",SWIMMING,FATALITY,
6017,UNPROVOKED,1911-01-09,USA,Florida,"Pablo Beach, Jacksonville, Duval County",SWIMMING,INJURY,
6018,UNPROVOKED,1911-01-07,SPAIN,Málaga,Ceuta,SWIMMING,FATALITY,
6019,PROVOKED,1911-01-07,USA,Delaware,Delaware Lightship,FISHING,INJURY,
6020,UNPROVOKED,1911-01-05,SOUTH AFRICA,Western Cape Province,Victoria Bay,SWIMMING,FATALITY,DUSK
6021,PROVOKED,1911-01-05,USA,Texas,"Rockport, Aransas County",FISHING,INJURY,
6022,UNPROVOKED,1911-01-05,SOUTH AFRICA,Western Cape Province,Victoria Bay,SWIMMING,FATALITY,
6023,WATERCRAFT,1911-01-04,NEW ZEALAND,Chatham Islands,,FISHING,INJURY,
6024,UNPROVOKED,1911-01-03,AUSTRALIA,Torres Strait,Thursday Island,SWIMMING,FATALITY,
6025,UNPROVOKED,1911-01-01,AUSTRALIA,Western Australia,Off Legendre Island,,INJURY,
6026,UNPROVOKED,1911-01-01,USA,Texas,"Texas City, Galveston",SWIMMING,INJURY,
6027,UNPROVOKED,1911-01-01,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",FISHING,FATALITY,
6028,,1910-01-12,CROATIA,Primorje-Gorski Kotar County,Rijeka,,FATALITY,
6029,UNPROVOKED,1910-01-12,AUSTRALIA,Western Australia,Fremantle,DIVING,FATALITY,
6030,PROVOKED,1910-01-11,NORTH ATLANTIC OCEAN,Georges Bank,,FISHING,INJURY,
6031,UNPROVOKED,1910-01-11,AUSTRALIA,Queensland,Mackay,SWIMMING,INJURY,
6032,UNPROVOKED,1910-01-06,MEXICO,,LaBarra,SWIMMING,INJURY,
6033,UNPROVOKED,1910-01-06,MOZAMBIQUE,Zambesi River,Portuguese territory,BOATING,FATALITY,
6034,,1910-01-05,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County",BOATING,,
6035,UNPROVOKED,1910-01-03,PANAMA,Colón Province,Cristobal,SWIMMING,FATALITY,
6036,UNPROVOKED,1910-01-03,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",SWIMMING,INJURY,DUSK
6037,,1910-01-03,USA,Hawaii,"Pearl Harbor, O'ahu",DIVING,,
6038,UNPROVOKED,1910-01-02,AUSTRALIA,Western Australia,Bunbury,SWIMMING,INJURY,NIGHT
6039,UNPROVOKED,1910-01-01,AUSTRALIA,New South Wales,Newcastle Harbor,,FATALITY,
6040,,1910-01-01,USA,Hawaii,"Hilo, Hawai'i",BOATING,INJURY,
6041,UNPROVOKED,1910-01-01,PHILIPPINES,Luzon Island,"Polinao Point, Manila",SWIMMING,INJURY,
6042,UNPROVOKED,1909-01-11,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County",,INJURY,
6043,UNPROVOKED,1909-01-12,AUSTRALIA,New South Wales,20 miles off Sydney,SWIMMING,FATALITY,
6044,PROVOKED,1909-01-12,AUSTRALIA,New South Wales,Bondi,FISHING,INJURY,
6045,UNPROVOKED,1909-01-11,INDONESIA,30 nm from Singapore,Rhio Strait,SURFING,FATALITY,
6046,PROVOKED,1909-01-09,USA,Delaware,"Lewes, Sussex County",,INJURY,
6047,UNPROVOKED,1909-01-08,USA,Florida,"Pensacola Bay, Escambia County",SWIMMING,FATALITY,
6048,UNPROVOKED,1909-01-07,USA,New York,Rockaway,SWIMMING,INJURY,NOON
6049,UNPROVOKED,1909-01-07,USA,Florida,"Panama City, Bay County",SWIMMING,INJURY,
6050,UNPROVOKED,1909-01-06,MEXICO,Guerrero,Zacatula,SWIMMING,FATALITY,
6051,UNPROVOKED,1909-01-06,SOUTH AFRICA,Western Cape Province,Cape Town,,,
6052,UNPROVOKED,1909-01-06,AUSTRALIA,Queensland,"Middleton Reef, 300 nm from Brisbane",SURFING,FATALITY,
6053,PROVOKED,1909-01-04,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",FISHING,,
6054,,1909-01-04,USA,Hawaii,"Pa'uwela, Maui",,,
6055,UNPROVOKED,1909-01-04,TUNISIA,Sfax,,DIVING,FATALITY,
6056,UNPROVOKED,1909-01-03,SOUTH AFRICA,South Atlantic Ocean,Possession Island,DIVING,FATALITY,
6057,,1909-01-01,,,Near the equator,SWIMMING,FATALITY,
6058,,1909-01-01,ITALY,Sicily,"Off Capo San Croce, near Augusta (Catania)",BOATING,,
6059,UNPROVOKED,1909-01-01,AUSTRALIA,New South Wales,Woy Woy,,INJURY,
6060,UNPROVOKED,1908-01-12,SOUTH AFRICA,Western Cape Province,Stilbaai,SWIMMING,FATALITY,
6061,UNPROVOKED,1908-01-12,MEXICO,Quintana Roo,,SWIMMING,FATALITY,
6062,UNPROVOKED,1908-01-09,AUSTRALIA,Torres Strait,Thursday Island,SWIMMING,FATALITY,
6063,UNPROVOKED,1908-01-09,USA,California,"Redondo, Los Angeles County",BOATING,INJURY,
6064,UNPROVOKED,1908-01-08,SPAIN,Galicia,Cape Finisterre,SWIMMING,FATALITY,
6065,,1908-01-07,SPAIN,Canary Islands,"Tazacorte, La Palma",,,
6066,UNPROVOKED,1908-01-07,CROATIA,Adriatic Sea,Medola,BOATING,FATALITY,
6067,UNPROVOKED,1908-01-06,EGYPT,Gulf of Suez,Off Ras Gharib,,FATALITY,
6068,UNPROVOKED,1908-01-06,USA,Georgia,,,FATALITY,
6069,UNPROVOKED,1908-01-06,PAPUA NEW GUINEA,New Britain,Matupi,,,
6070,UNPROVOKED,1908-01-05,INDONESIA,Java,Jakarta Harbor,BOATING,FATALITY,
6071,,1908-01-05,USA,Florida,"Marathon, Monroe County",,FATALITY,
6072,UNPROVOKED,1908-01-01,USA,Hawaii,"Mana, Kaua'i",,FATALITY,
6073,UNPROVOKED,1907-01-12,AUSTRALIA,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",SWIMMING,FATALITY,
6074,UNPROVOKED,1907-01-10,AUSTRALIA,Torres Strait,Near Thursday Island,SWIMMING,FATALITY,
6075,UNPROVOKED,1907-01-10,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",FISHING,INJURY,
6076,UNPROVOKED,1907-01-10,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",FISHING,INJURY,
6077,UNPROVOKED,1907-01-10,AUSTRALIA,New South Wales,"Merewether Beach, near Newcastle",SWIMMING,INJURY,NOON
6078,,1907-01-10,HAITI,Tiburon Peninsula,Aux Cayes (now Les Cayes),SWIMMING,,
6079,UNPROVOKED,1907-01-10,USA,Hawaii,"Kalepolepo, Kihei, Maui",DIVING,,MORNING
6080,,1907-01-09,ENGLAND,English Channel,,SWIMMING,,
6081,UNPROVOKED,1907-01-09,CROATIA,"Split-Dalmatia Count,","Sucurja, Hvar Island,",SWIMMING,FATALITY,
6084,UNPROVOKED,1907-01-08,USA,New Jersey,Lower Delaware Bay,SWIMMING,INJURY,
6085,UNPROVOKED,1907-01-07,CROATIA,"Split-Dalmatia Count,","Sućuraj, Hvar Island",SWIMMING,FATALITY,
6086,,1907-01-07,AUSTRALIA,Queensland,Karra Garra,,,
6087,UNPROVOKED,1907-01-07,USA,South Carolina,Small creek near Coles Island,SWIMMING,,
6088,UNPROVOKED,1907-01-04,MEXICO,Oaxaca,Salina Cruz,SWIMMING,INJURY,
6089,UNPROVOKED,1907-01-03,USA,Florida,"Garden Key, Charlotte County",FISHING,FATALITY,
6090,UNPROVOKED,1907-01-03,MALTA,Harare Province,Marsaskala,FISHING,FATALITY,
6091,UNPROVOKED,1907-01-02,PHILIPPINES,Luzon Island,Manila Bay,BOATING,,
6092,UNPROVOKED,1907-01-02,NEW ZEALAND,South Island,Port Moeraki,PASSIVE,FATALITY,
6093,UNPROVOKED,1907-01-02,AUSTRALIA,Queensland,Ross Creek,SWIMMING,FATALITY,MORNING
6094,UNPROVOKED,1907-01-01,VIETNAM,Khánh Hòa Province,Nha Trang,FISHING,INJURY,
6095,UNPROVOKED,1907-01-01,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i",SWIMMING,FATALITY,
6096,UNPROVOKED,1906-01-11,JAMAICA,Westmoreland Parish,Cabaritta River mouth,FISHING,INJURY,
6097,UNPROVOKED,1906-01-10,USA,Hawaii,,,INJURY,
6099,UNPROVOKED,1906-01-10,USA,Hawaii,,DIVING,,
6101,UNPROVOKED,1906-01-09,INDONESIA,Java,Lorok Bay,SWIMMING,,
6102,UNPROVOKED,1906-01-09,INDONESIA,Java,Lorok Bay,SWIMMING,FATALITY,
6103,UNPROVOKED,1906-01-09,AUSTRALIA,Torres Strait,Mabiuag,SWIMMING,FATALITY,
6104,PROVOKED,1906-01-09,USA,California,"Avalon, Los Angeles County",FISHING,,
6105,UNPROVOKED,1906-01-08,YEMEN,Aden,,DIVING,,
6106,UNPROVOKED,1906-01-08,USA,Maryland,"Tangier Sound, Somerset County",SWIMMING,FATALITY,
6107,UNPROVOKED,1906-01-07,USA,Mississippi,"Bay St. Louis, Hancock County",SWIMMING,FATALITY,
6108,,1906-01-07,MOZAMBIQUE,Maputo Province,Lourenco Marques,,,
6109,UNPROVOKED,1906-01-04,INDONESIA,Maluku Province,Aru Islands,DIVING,FATALITY,
6110,PROVOKED,1906-01-04,AUSTRALIA,Victoria,Western Port Bay,,,
6111,UNPROVOKED,1906-01-04,AUSTRALIA,Queensland,Lizard Island,DIVING,FATALITY,
6112,UNPROVOKED,1906-01-04,INDONESIA,,40 miles from Tahane Island,,FATALITY,
6113,,1906-01-04,AUSTRALIA,New South Wales,Moodie Beach,,,
6114,,1906-01-02,NEW ZEALAND,North Island,Mototapu Island,SWIMMING,,
6115,UNPROVOKED,1906-01-01,AUSTRALIA,New South Wales,Georges River,SWIMMING,FATALITY,NOON
6116,UNPROVOKED,1906-01-01,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",,FATALITY,NOON
6117,UNPROVOKED,1905-01-12,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",SWIMMING,FATALITY,MORNING
6118,,1905-01-12,AUSTRALIA,Western Australia,Geraldton,SWIMMING,,
6119,UNPROVOKED,1905-01-09,AUSTRALIA,New South Wales,"Waverly, Sydney",SWIMMING,FATALITY,
6120,PROVOKED,1905-01-09,USA,Florida,"Fort Pierce, St Lucie County",FISHING,INJURY,
6121,,1905-01-08,EGYPT,Suez Canal,Port Said,,,
6122,UNPROVOKED,1905-01-08,USA,New Jersey,"Atlantic City, Atlantic County",SWIMMING,,
6123,UNPROVOKED,1905-01-08,PHILIPPINES,Luzon Island,Manila Bay,SWIMMING,INJURY,
6124,UNPROVOKED,1905-01-07,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",SWIMMING,FATALITY,NOON
6125,,1905-01-07,ITALY,,Naples,,,
6126,UNPROVOKED,1905-01-07,INDONESIA,Nusa Tenggara,Off Rakit Island,SWIMMING,FATALITY,
6127,UNPROVOKED,1905-01-07,USA,North Carolina,"Ocracoke, Hyde County",FISHING,FATALITY,
6128,UNPROVOKED,1905-01-05,USA,Florida,"Pablo Beach, Jacksonville, Duval County",SWIMMING,INJURY,
6129,UNPROVOKED,1905-01-04,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",SWIMMING,FATALITY,AFTERNOON
6130,UNPROVOKED,1905-01-03,AUSTRALIA,New South Wales,Lismore,SWIMMING,INJURY,MORNING
6131,,1905-01-03,AUSTRALIA,Tasmania,Bridport,SWIMMING,FATALITY,
6132,,1905-01-02,AUSTRALIA,Victoria,Elwood,SWIMMING,,
6133,,1905-01-01,AUSTRALIA,Victoria,Elwood,SWIMMING,FATALITY,
6134,WATERCRAFT,1905-01-01,USA,North Carolina,"Cape Lookout, Carteret County",,,
6135,UNPROVOKED,1904-01-11,PHILIPPINES,Luzon Island,"Inner Harbor, Olongapo",SWIMMING,INJURY,
6136,UNPROVOKED,1904-01-10,INDIAN OCEAN,Between Noumea & Sydney,,SWIMMING,FATALITY,
6137,UNPROVOKED,1904-01-09,CUBA,Havana Province,Havana Harbor,SWIMMING,FATALITY,
6138,UNPROVOKED,1904-01-08,CUBA,Villa Clara Province,Caibarien Harbor,BOATING,FATALITY,
6139,UNPROVOKED,1904-01-07,USA,New Jersey,"Shrewsbury River,  Monmouth County",BOATING,,
6140,UNPROVOKED,1904-01-07,USA,Texas,,SWIMMING,FATALITY,
6141,UNPROVOKED,1904-01-07,ITALY,Ancona Province,Ancona,SWIMMING,FATALITY,
6142,UNPROVOKED,1904-01-02,AUSTRALIA,Queensland,Brisbane,SWIMMING,FATALITY,
6143,UNPROVOKED,1904-01-02,NEW ZEALAND,North Island,Waitara,SWIMMING,FATALITY,
6144,UNPROVOKED,1904-01-01,NEW CALEDONIA,South Province,Noumea,SWIMMING,FATALITY,
6145,UNPROVOKED,1904-01-01,REUNION ISLAND,,Swimming off the British steamer Troutpool,SWIMMING,FATALITY,
6146,,1904-01-01,USA,,,DIVING,INJURY,
6147,UNPROVOKED,1904-01-01,PHILIPPINES,Quezon,Tayabas,SWIMMING,INJURY,
6148,UNPROVOKED,1904-01-01,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu",SWIMMING,FATALITY,
6149,UNPROVOKED,1903-01-10,CUBA,Havana Province,Havana Harbor,SWIMMING,FATALITY,
6150,UNPROVOKED,1903-01-09,USA,New Jersey,"Atlantic City, Atlantic County",FISHING,INJURY,
6151,UNPROVOKED,1903-01-07,FALKLAND ISLANDS,,,SWIMMING,INJURY,
6152,UNPROVOKED,1903-01-06,AUSTRALIA,New South Wales,Georges River,SWIMMING,FATALITY,
6153,UNPROVOKED,1903-01-05,MEXICO,Veracruz,Coatzacoalcos,SWIMMING,FATALITY,
6154,UNPROVOKED,1903-01-03,AUSTRALIA,New South Wales,Sydney,,,
6155,UNPROVOKED,1903-01-03,AUSTRALIA,Queensland,Logan River,SWIMMING,FATALITY,
6156,UNPROVOKED,1903-01-01,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",,FATALITY,
6157,UNPROVOKED,1903-01-01,CRETE,,,DIVING,FATALITY,
6158,UNPROVOKED,1903-01-01,USA,Hawaii,"Koko Head, south side of O'ahu Island",FISHING,FATALITY,
6159,UNPROVOKED,1902-01-12,NICARAGUA,Rio San Juan,Greytown,SWIMMING,FATALITY,AFTERNOON
6160,UNPROVOKED,1902-01-11,AUSTRALIA,New South Wales,"Middle Harbour, Sydney",SWIMMING,FATALITY,NOON
6161,UNPROVOKED,1902-01-11,USA,Texas,"Near Port Lavaca, Calhoun County",FISHING,INJURY,
6162,UNPROVOKED,1902-01-08,ITALY,Calabria,Nicotera,SWIMMING,FATALITY,
6163,WATERCRAFT,1902-01-08,CROATIA,Istria County,Porec,FISHING,,
6164,UNPROVOKED,1902-01-08,USA,Hawaii,"Kalihi, O'ahu",,FATALITY,
6165,PROVOKED,1902-01-07,ITALY,Liguria,"Galliera dock, Genoa",FISHING,INJURY,
6166,PROVOKED,1902-01-07,USA,New Jersey,"Atlantic City, Atlantic County",SWIMMING,INJURY,
6167,UNPROVOKED,1902-01-06,PHILIPPINES,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",,,
6168,UNPROVOKED,1902-01-06,EGYPT,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh",DIVING,INJURY,
6169,,1902-01-04,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,SWIMMING,,
6170,PROVOKED,1902-01-02,NEW ZEALAND,North Island,Poverty Bay,PASSIVE,INJURY,
6171,UNPROVOKED,1902-01-01,AUSTRALIA,New South Wales,Kerosene Bay,SWIMMING,FATALITY,
6172,,1902-01-01,SOUTH AFRICA,KwaZulu-Natal,Durban,,,
6173,UNPROVOKED,1902-01-01,AUSTRALIA,Queensland,Brisbane,SWIMMING,INJURY,NOON
6174,UNPROVOKED,1901-01-12,AUSTRALIA,Queensland,Brisbane,SWIMMING,INJURY,
6175,UNPROVOKED,1901-01-10,PHILIPPINES,Zamboanga del Sur Province,Port Isabela de Basilan,,INJURY,
6176,UNPROVOKED,1901-01-09,CYPRUS,Southern Cyprus,Larnaca,SWIMMING,FATALITY,
6177,UNPROVOKED,1901-01-07,SOUTH AFRICA,Western Cape Province,Windmill Beach,SWIMMING,FATALITY,NOON
6178,,1901-01-07,ITALY,Syracuse,Capo Santa Croce,SWIMMING,,
6179,,1901-01-06,YEMEN,Aden,,DIVING,,
6180,UNPROVOKED,1901-01-06,PHILIPPINES,Western Viscayas,"Island of Panay, Iliolo",SWIMMING,,AFTERNOON
6181,UNPROVOKED,1901-01-01,AUSTRALIA,Queensland,Brisbane,SWIMMING,FATALITY,
6182,UNPROVOKED,1901-01-01,USA,Florida,Indian River Inlet / Fort Pierce Inlet,SWIMMING,INJURY,
6183,UNPROVOKED,1900-01-12,AUSTRALIA,New South Wales,"Middle Harbour, Sydney",SWIMMING,FATALITY,
6184,UNPROVOKED,1900-01-11,SOUTH AFRICA,Western Cape Province,Three Anchor Bay,SWIMMING,FATALITY,
6185,,1900-01-10,SOUTH AFRICA,Western Cape Province,"Woodstock Beach, Cape Town",SWIMMING,,
6186,UNPROVOKED,1900-01-09,AUSTRALIA,Queensland,Townsville,SWIMMING,INJURY,
6187,UNPROVOKED,1900-01-09,USA,Rhode Island,Coddington Cove,DIVING,,
6188,UNPROVOKED,1900-01-09,USA,Hawaii,"Waikiki Beach, Oahu",SWIMMING,,NOON
6189,UNPROVOKED,1900-01-08,USA,North Carolina,"Southport, Brunswick County",SWIMMING,INJURY,NOON
6190,UNPROVOKED,1900-01-07,CROATIA,Primorje-Gorski Kotar County,"Volosko, Opatija",SWIMMING,FATALITY,
6191,,1900-01-07,USA,Hawaii,"Makapu'u Point, O'ahu",,,
6192,PROVOKED,1900-01-07,USA,Connecticut,"Bridgeport, Fairfield County",,,
6193,UNPROVOKED,1900-01-01,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",PASSIVE,INJURY,NOON
6194,UNPROVOKED,1900-01-01,USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",,INJURY,
6195,UNPROVOKED,1900-01-01,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,SWIMMING,,MORNING
6196,UNPROVOKED,1899-01-12,AUSTRALIA,Queensland,Tingalpa Creek,SWIMMING,INJURY,NOON
6197,UNPROVOKED,1899-01-11,PHILIPPINES,Mindoro Occidental,Off Lubang Island,SWIMMING,FATALITY,
6198,WATERCRAFT,1899-01-10,AUSTRALIA,Victoria,"Governor's Reef, Port Phillip Bay",FISHING,INJURY,MORNING
6199,UNPROVOKED,1899-01-10,LIBYA,Mediterranean Sea,Off Bengasi,DIVING,INJURY,
6200,UNPROVOKED,1899-01-10,LIBYA,Mediterranean Sea,Off Bengasi,DIVING,FATALITY,
6201,UNPROVOKED,1899-01-09,MEXICO,Tamaulipas,Tampico,SWIMMING,FATALITY,
6202,PROVOKED,1899-01-08,USA,California,"Monterey Bay, Monterey County",,FATALITY,
6203,UNPROVOKED,1899-01-08,USA,Florida,"Trout River, Panama Park",SWIMMING,FATALITY,
6204,UNPROVOKED,1899-01-08,EGYPT,Mediterranean Sea,Port Said,SWIMMING,,NOON
6205,UNPROVOKED,1899-01-08,EGYPT,Mediterranean Sea,Port Said,SWIMMING,INJURY,MORNING
6206,UNPROVOKED,1899-01-08,EGYPT,Mediterranean Sea,Port Said,SWIMMING,INJURY,MORNING
6207,UNPROVOKED,1899-01-07,BAHAMAS,,,SWIMMING,FATALITY,
6208,PROVOKED,1899-01-06,ITALY,Calabria,Bagnara Calabra,FISHING,INJURY,
6209,,1899-01-06,NEW ZEALAND,North Island,East Cape,BOATING,FATALITY,
6210,,1899-01-05,PHILIPPINES,Negros,Escalante,SWIMMING,FATALITY,
6211,UNPROVOKED,1899-01-05,ITALY,Imperia Province,Bordighera,SWIMMING,FATALITY,
6212,,1899-01-01,AUSTRALIA,New South Wales,Newcastle,SWIMMING,,
6213,UNPROVOKED,1899-01-01,SOUTH AFRICA,KwaZulu-Natal,Durban,SWIMMING,,
6214,WATERCRAFT,1899-01-01,USA,Florida,St. John's River,BOATING,INJURY,
6215,UNPROVOKED,1899-01-01,USA,Florida,Near a small wreck in a channel at Indian Key,,INJURY,
6216,UNPROVOKED,1898-01-12,AUSTRALIA,Queensland,The Narrows,SWIMMING,FATALITY,
6217,UNPROVOKED,1898-01-10,USA,Hawaii,Off Kohala,SWIMMING,FATALITY,
6218,UNPROVOKED,1898-01-09,,,,DIVING,INJURY,
6219,UNPROVOKED,1898-01-09,,,,DIVING,INJURY,
6220,UNPROVOKED,1898-01-09,WEST INDIES,,,SWIMMING,FATALITY,
6221,UNPROVOKED,1898-01-08,USA,New York,"Prince's Bay, Staten Island",SWIMMING,INJURY,NOON
6222,UNPROVOKED,1898-01-08,USA,Florida,"St. John's River, Jacksonville, Duval County",SWIMMING,,DUSK
6223,,1898-01-07,AUSTRALIA,New South Wales,Sydney,SWIMMING,FATALITY,
6224,UNPROVOKED,1898-01-07,YEMEN,Aden,Outer Harbor,SWIMMING,FATALITY,NOON
6225,UNPROVOKED,1898-01-07,YEMEN,Aden,Sapper Bay,PASSIVE,FATALITY,
6226,UNPROVOKED,1898-01-07,CUBA,Santiago de Cuba Province,Santiago de Cuba,SWIMMING,FATALITY,
6227,UNPROVOKED,1898-01-06,NEW CALEDONIA,South Province,Noumea,BOATING,FATALITY,
6228,UNPROVOKED,1898-01-04,FIJI,Muala,,,INJURY,
6229,UNPROVOKED,1898-01-24,SRI LANKA,,Colombo Harbor,SWIMMING,FATALITY,NIGHT
6230,,1898-01-24,CRETE,,,,,
6231,UNPROVOKED,1898-01-01,USA,South Carolina,Ramshorn Creek,FISHING,INJURY,
6232,UNPROVOKED,1898-01-01,CUBA,Santiago de Cuba Province,Off Santiago de Cuba,BOATING,FATALITY,
6233,UNPROVOKED,1898-01-01,JAMAICA,Kingston Parish,Kingston Harbor,BOATING,INJURY,
6234,UNPROVOKED,1898-01-01,CUBA,Camaguey Province,Nuevitas Harbor,SWIMMING,FATALITY,
6235,UNPROVOKED,1898-01-01,USA,Florida,"a creek near Jacksonville, Duval County",,INJURY,
6236,UNPROVOKED,1898-01-01,YEMEN,Aden,Harbor,DIVING,FATALITY,
6237,UNPROVOKED,1898-01-01,USA,Hawaii,,,FATALITY,
6238,PROVOKED,1897-01-12,USA,East coast,,,INJURY,
6239,,1897-01-10,MEXICO,Vera Cruz,Vera Cruz Harbor,DIVING,INJURY,
6240,UNPROVOKED,1897-01-10,MARSHALL ISLANDS,Ratak,Ailuk Island,FISHING,FATALITY,
6241,PROVOKED,1897-01-09,USA,Rhode Island,Point Judith,FISHING,INJURY,NOON
6242,UNPROVOKED,1897-01-09,USA,South Carolina,"Elliott Cut, Charleston County",PASSIVE,INJURY,
6243,UNPROVOKED,1897-01-07,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",SWIMMING,FATALITY,MORNING
6244,UNPROVOKED,1897-01-06,YEMEN,Socotra Islands,Socotra,DIVING,FATALITY,
6245,UNPROVOKED,1897-01-03,,Mediterranean Sea,,SWIMMING,FATALITY,
6246,UNPROVOKED,1897-01-03,USA,Massachusetts,30 miles south of Lynn,FISHING,FATALITY,
6247,UNPROVOKED,1897-01-01,NEW ZEALAND,,,,INJURY,
6249,WATERCRAFT,1897-01-01,AUSTRALIA,Victoria,Hobson's Bay,FISHING,INJURY,
6250,UNPROVOKED,1896-01-12,NEW ZEALAND,North Island,"Marine Parade, Napier, Hawke Bay",SWIMMING,FATALITY,
6251,UNPROVOKED,1896-01-12,NEW ZEALAND,South Island,Hoiktika,,FATALITY,
6252,UNPROVOKED,1896-01-11,AUSTRALIA,Western Australia,Albany,SWIMMING,FATALITY,
6253,UNPROVOKED,1896-01-11,AUSTRALIA,Western Australia,Esperance,BOATING,FATALITY,
6254,UNPROVOKED,1896-01-09,SRI LANKA,,,DIVING,,
6255,UNPROVOKED,1896-01-07,USA,Hawaii,"Kahului, Maui",FISHING,FATALITY,MORNING
6256,UNPROVOKED,1896-01-06,USA,South Carolina,Charleston,SWIMMING,INJURY,
6257,UNPROVOKED,1896-01-01,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",SWIMMING,FATALITY,NOON
6258,UNPROVOKED,1896-01-01,USA,Florida,,SWIMMING,FATALITY,
6259,UNPROVOKED,1896-01-01,HAITI,Off Cape Haitien,,SWIMMING,,
6260,UNPROVOKED,1895-01-12,AUSTRALIA,New South Wales,"West Balmain, Sydney",SWIMMING,FATALITY,
6261,UNPROVOKED,1895-01-11,BARBADOS,St Michael Parish,Bridgetown,DIVING,INJURY,
6262,UNPROVOKED,1895-01-11,AUSTRALIA,New South Wales,Jervis Bay,FISHING,FATALITY,
6263,UNPROVOKED,1895-01-09,CUBA,Havana Province,Havana Harbor,DIVING,,NIGHT
6264,UNPROVOKED,1895-01-09,YEMEN,Aden,,DIVING,FATALITY,
6265,PROVOKED,1895-01-09,USA,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County",FISHING,,
6266,UNPROVOKED,1895-01-08,USA,Rhode Island,Noyes Beach,SWIMMING,FATALITY,
6267,UNPROVOKED,1895-01-08,USA,New Jersey,Raritan Bay,FISHING,INJURY,
6268,UNPROVOKED,1895-01-07,JAPAN,,,,FATALITY,
6269,UNPROVOKED,1895-01-06,,,,DIVING,,
6270,UNPROVOKED,1895-01-06,AUSTRALIA,Western Australia,Barrow Passage,DIVING,FATALITY,
6271,UNPROVOKED,1895-01-05,BAHAMAS,Bimini Islands,Off Gun Cay,SWIMMING,INJURY,
6272,UNPROVOKED,1895-01-05,NEW ZEALAND,South Island,Preservation Inlet,BOATING,FATALITY,
6273,UNPROVOKED,1895-01-04,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River,,FATALITY,NOON
